,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class,norm_Amount,norm_Time
6446,0.702709900098753,2.42643280600508,-5.23451329584052,4.416661242908759,-2.17080621591773,-2.66755356121463,-3.87808845483572,0.9113371222291949,-0.16619903917594198,-5.00924850212751,4.675729418656769,-8.16718805173089,0.638559282180499,-6.76333439062322,1.29686025605627,-3.81175840977789,-3.75412806618729,-1.04917740227906,1.5541972634589698,0.42274312919870205,0.5511796891172479,-0.00980235731325313,0.721698230069415,0.47324575140203295,-1.9593037711686998,0.31947554010746004,0.600484916486359,0.129305225096566,1,-0.3492313067728856,-1.8350266326023958
6472,1.02387386852139,2.0014852662661298,-4.7697518322097405,3.81919458538265,-1.2717542273697,-1.7346624268403,-3.05924503160896,0.889804791975203,0.415382113237262,-3.95581234352737,3.57205481558784,-7.186451590505881,0.14724234080210902,-5.24930454889762,1.6783336735853502,-2.6414731091517796,-1.31205856007348,-0.391716050952505,1.11826355175812,0.20413768404227103,0.34328264872225106,-0.0541956644068491,0.709653952497143,-0.37221586694697606,-2.03206836614816,0.36677760207119203,0.395170669257609,0.0202055389458413,1,-0.3492313067728856,-1.8335946937887715
6529,-1.5855053669199397,3.26158454822833,-4.13742198305023,2.35709625199132,-1.40504331370135,-1.8794371930647702,-3.51368687087654,1.5156067456881597,-1.20716636120056,-6.23456133227108,5.45074606689486,-7.33371406736393,1.36119332407831,-6.60806825219469,-0.48106942489982896,-2.60247787045261,-4.83511205239717,-0.553026089102902,0.351948943356815,0.315957258937511,0.501543149467536,-0.54686881157389,-0.0765836358993043,-0.42555036684158104,0.123644186352002,0.32198453933661303,0.264028160503965,0.132816719764592,1,-0.3492313067728856,-1.8304149473055762
6609,-1.78322883722709,3.40279371307631,-3.8227422655220495,2.62536815276644,-1.9764154113628403,-2.7316890123130797,-3.43055914949085,1.4132035139931798,-0.7769414945549159,-6.199881762741881,4.36671348631445,-8.24326243368313,0.34576116523257894,-6.590550297051919,0.265576095932165,-3.02845238846152,-4.214486274856069,-1.21360784773725,-0.265421595374812,0.36408911501440794,0.454031931736316,-0.577525824201459,0.0459665375362652,0.461700017592254,0.044146161217817004,0.305704433918549,0.530980986346765,0.24374559812211102,1,-0.3492313067728856,-1.826224420483352
6641,0.857321003765953,4.09391182702914,-7.423893589485589,7.380244517886619,0.973366022888688,-2.7307615165805696,-1.4964970563344397,0.5430151726929221,-2.35119015933267,-3.94423849794435,6.35507773663404,-7.309747983823709,0.7484505505775,-9.057992529437449,-0.648944909074786,-1.07311652692728,1.52450091526025,1.8313635328360802,-0.0897244112241547,0.483302650495284,0.37502628512901703,0.145399853347782,0.240603265009756,-0.234649222710157,-1.0048809472004399,0.435831916241838,0.6183238051684821,0.148468944379397,1,-0.3492313067728856,-1.8245608445087
6717,-1.81328048476897,4.91785071056565,-5.92612969400656,5.70150043141163,1.2043925721436202,-3.03513754815611,-1.71340206347108,0.561257390902032,-3.7963542517116298,-7.4548406507835105,7.38805512292025,-10.4752286504099,-0.379314526756117,-11.7367291212569,-2.08698895215593,-2.44235398293755,-3.53552351168246,0.130360306640887,-2.07145048844325,0.5766560333320689,0.615641835107552,-0.4064272753179,-0.73701807643754,-0.279641772215917,1.1067663744335001,0.32388547771945303,0.894766671515833,0.5695186002695141,1,-0.3492313067728856,-1.8195280007372852
6719,-0.25147096006823,4.31352332575143,-6.8914377165014695,6.79679668055103,0.616296505250374,-2.9663265418740297,-2.43665252687714,0.48932789883801403,-3.37163857159343,-6.81081309938215,7.6200890583690795,-10.2852825163315,-0.342444334069655,-11.5434979157865,-1.3349879032835,-2.68928420445067,-3.20438340295762,0.0865218956911394,-1.31449509665307,0.632709963789826,0.536892074447128,-0.5461260237292439,-0.605239547613772,-0.263743459593593,1.5399158307786798,0.5235736966808711,0.891024688365269,0.572740666549584,1,-0.3492313067728856,-1.8193805952711766
6734,0.31459658972951504,2.66067027657541,-5.920037380344629,4.52249960508858,-2.3150272861839,-2.2783516539477597,-4.68405393631569,1.20227026523098,-0.694695511200349,-5.52627805985834,6.66243683071252,-8.525464925345629,0.742745446888019,-7.67866801029943,0.593070459066131,-4.478136595343241,-5.84426647937357,-1.1027307945783,2.17738568653903,0.562705643312244,0.7433140234289829,0.0640383555765096,0.6778416752503461,0.0830078227438395,-1.91103446375022,0.322188398435937,0.6208665388204879,0.18503035472870302,1,-0.3492313067728856,-1.818622510016905
6774,0.447395553302475,2.48195386638743,-5.66081393141405,4.4559228120932,-2.4437797540431,-2.18504026247234,-4.7161429447009295,1.2498032517314699,-0.7183260665736909,-5.3903302556601,6.45418752494833,-8.48534657377678,0.635281408794591,-7.0199015591661205,0.53981407134798,-4.6498642988132,-6.288357508782299,-1.33931232244731,2.26298478762517,0.549612970886705,0.756052550277073,0.140167768675,0.665411100673545,0.13146379172498598,-1.9082174115478798,0.334807598686864,0.748534284767756,0.17541379442289598,1,-0.3492313067728856,-1.8170010498897127
6820,-2.16992897559082,3.6396539992044,-4.508497786177281,2.73066814884895,-2.12269287053048,-2.34101682766366,-4.23525308290613,1.7035376576350802,-1.30527913344307,-6.716720022712701,6.35361231915591,-8.60164826276464,0.449930038237225,-7.506169374081451,-0.43808178181246704,-3.69451599830956,-6.30475338603049,-1.26758712788115,0.357987030484253,0.5007790539507,0.6451032756213779,-0.503529448911197,-0.0005228218182992269,0.0716957787676742,0.0920074334247208,0.30849793157703603,0.552590914653841,0.298954478709399,1,-0.3492313067728856,-1.8151900684489524
6870,-1.86375555343732,3.44264397684973,-4.4682597314551105,2.8053362594025097,-2.1184124774924,-2.3322848873146698,-4.2612371974404,1.70168184397858,-1.43939587542941,-6.999906633865219,6.31620967716699,-8.67081800476226,0.316023991908777,-7.417712064750531,-0.43653747136614596,-3.65280196004741,-6.293145319073759,-1.24324829133852,0.364810482193887,0.36092400372093,0.66792657242141,-0.5162423621288039,-0.012217811746838999,0.070613703103445,0.0585044669560628,0.304882839588584,0.418012467185258,0.208858278145839,1,-0.3492313067728856,-1.8121787853555953
6882,-4.61721720415581,1.6956936534665599,-3.1143722007949104,4.32819855298178,-1.8732569908652699,-0.9899081355382628,-4.57726462658038,0.4722161584519,0.472016953377646,-5.576022636424151,4.80232276125089,-10.833164469314001,0.10430387569857501,-9.40542306160986,-0.80747786866047,-7.55234220350747,-9.8025617903912,-4.12062883466552,1.7405072903619598,-0.0390459343384186,0.481829697240067,0.14602305644594799,0.11703852754906499,-0.21756459883965998,-0.13877604370656302,-0.42445288106827506,-1.00204142597227,0.890780287970655,1,-0.34883149815349185,-1.811104831245377
6899,-2.6618021745564,5.8563932148043,-7.653616213240711,6.37974188053221,-0.0607121191362683,-3.1315497315366203,-3.10356974550479,1.7784915694533798,-3.83115371623455,-7.191604246182259,7.102988587885161,-9.928699942995381,-0.0674983775194601,-10.924186865147,-1.69791397714032,-2.3794209852707797,-2.77511389701838,0.273798971252603,-1.3821875635258898,0.399096860264863,0.734774950378595,-0.43590118187623,-0.384765904180568,-0.28601566384344296,1.0079338236581201,0.413195532462339,0.28028415690056,0.303936550639395,1,-0.3492313067728856,-1.809630776584293
6903,-2.53585211738111,5.79364414692454,-7.61846283574893,6.395829746494191,-0.0652101046678037,-3.1363719640910297,-3.10455736262141,1.82323263760971,-3.8786575802339103,-7.29780335001461,7.07166913682445,-10.001046368327,-0.20793454088430396,-10.8606980453666,-1.6908250411824899,-2.36085672411086,-2.76009701528795,0.29810341564322995,-1.38555780172735,0.40870418448752394,0.716719907055995,-0.44805993845854103,-0.402406878680357,-0.28883522256469896,1.01175223958707,0.425964621387216,0.41313955582314604,0.308204656968305,1,-0.3492313067728856,-1.809462313194455
6971,-3.49910753739178,0.258555160773118,-4.48955807274398,4.85389435139681,-6.97452154477167,3.62838209065084,5.43127092073166,-1.9467337107847198,-0.775680092900109,-1.9877731876087001,4.69039566550924,-6.9980424321007,1.45401198637847,-3.7380233336674906,0.31774206255503,-2.01354268083989,-5.136135102670201,-1.18382211654359,1.66339401354543,-3.04262575715977,-1.05236825623151,0.204816873569406,-2.11900744010783,0.170278608305444,-0.39384411811833503,0.296367194488607,1.98591321801306,-0.900451638402827,1,6.882027230478816,-1.8057140027705558
8296,-2.12548982597957,5.9735556917334405,-11.034727227444598,9.00714687170235,-1.6894505339716699,-2.85441528535313,-7.810440745258759,2.03086994595841,-5.902828122149839,-12.8409338181318,12.018913181619899,-17.7691434633638,-0.431035658230095,-19.2143254902614,-0.962464574748091,-10.2666091836641,-15.5033921000669,-5.494927642463289,-0.410480977392724,1.49377464554928,1.6465182926595,-0.278484510810644,-0.664841293974353,-1.16455536944202,1.70179641354046,0.69080561470369,2.1197487333703102,1.10893340333617,1,-0.3492313067728856,-1.763261228531339
8312,0.3782745040060089,3.91479678866992,-5.726872015366269,6.09414095882864,1.69887526405022,-2.8073139468834003,-0.591118212837213,-0.123495593086659,-2.5307128139083197,-5.153094609899259,4.654088422543009,-7.83953899762349,1.3718185803358103,-9.634689712636119,-0.739596855842826,-0.6632039456734781,0.8919345405348991,0.978675639075006,-2.0054766027464597,0.44043944089387604,0.149895683076911,-0.601967245529085,-0.613724335539499,-0.403113687819411,1.5684452559779998,0.52188393400233,0.527937749881352,0.41191040583451205,1,-0.3492313067728856,-1.7630085334465817
8335,-1.4266233126088699,4.14198623236944,-9.80410344235714,6.66627300324451,-4.74952679326515,-2.07312900595144,-10.0899311630826,2.79134529885187,-3.2495156171301,-11.4204509744097,10.8530116481991,-15.969207520809,0.546690084634152,-14.690729133641,0.91233739988339,-12.2271892780267,-18.587366205891602,-6.92076186060174,3.1669989068855204,1.4106776526461597,1.86567876848945,0.407809281593599,0.605809354312964,-0.7693481181234408,-1.7463368287861,0.502039516709683,1.9772583297728,0.7116065312094849,1,-0.3492313067728856,-1.7621872744211207
8615,-3.89119195123086,7.0989162521574904,-11.4264670967961,8.60755678650129,-2.06570621026229,-2.9852880220359506,-8.13858941693861,2.97392807853452,-6.2727904683654705,-13.1934150665232,11.6197234753825,-17.631606313870698,-0.355194389515515,-18.8220867423816,-1.2831290856146,-10.031096656869801,-15.227007509925599,-5.32200898058982,-0.501750653452579,1.38261899967275,1.75708522742867,-0.18970915318714998,-0.508629244173448,-1.18930816877394,1.18853649934791,0.6052418859136259,1.8815287524147999,0.875260407222375,1,-0.3492313067728856,-1.7517004284036952
8617,0.9191365073269809,4.199632669020771,-7.53560659365729,7.42694037455047,1.1182153300131898,-2.88672235145027,-1.34103599607144,0.36393326835333706,-2.20322443100109,-4.13784019622865,4.57011280759332,-7.62916958856017,1.73391746350254,-9.440374994598429,-0.0233533498971062,-1.23395828198259,1.6320088576408702,1.3157345644726999,-0.287188855297045,0.5354346631502329,0.31609359920425395,0.0551792270194195,0.21069215028398,-0.41791788143814507,-0.91118827562932,0.466523924588163,0.627393270472548,0.157851282541588,1,-0.3492313067728856,-1.7515740808613165
8842,-4.69679522444504,2.69386747884008,-4.47513271259153,5.4676845487781,-1.5567580754975803,-1.5494202890425302,-4.10421487278526,0.553934075416293,-1.49846813107494,-4.59495176285009,5.27550585077254,-11.3490285500915,0.374549235103921,-8.13869488434773,0.548570894168134,-6.653594347413651,-10.2467554066001,-4.19106626655491,0.991486122257293,-0.158970548660611,0.5738980811126511,-0.0801627753981571,0.318407817148194,-0.24586220265085298,0.338238431564141,0.0322706213908033,-1.50845793363219,0.6080746825901011,1,-0.35322939296682354,-1.7419295517930817
8845,-4.72771265581559,3.04446910225824,-5.59835426695611,5.928190802419291,-2.19076972938784,-1.52932296564747,-4.48742195988547,0.916391814103266,-1.3070104231933,-4.13889121357616,5.14940878300581,-11.1240186070579,0.543067765541171,-7.84094220494304,0.743633944785042,-6.777069239741911,-9.93176515376766,-4.09302112201074,1.50492485905709,-0.207759445103882,0.650988236282379,0.25498328895468103,0.628843468802127,-0.23812845429317,-0.671332331960485,-0.0335900627800998,-1.3317773222305802,0.705697590023144,1,-0.23172755353304908,-1.7418874359456222
8972,-4.0640047384281495,3.10093489093256,-1.1884980036547599,3.2646327404517503,-1.90356235801726,0.32035058729570004,-0.9549400390870071,-3.2775349198377297,2.82082866173719,1.0151128797859301,3.18718689736493,-7.00432728360605,0.872710605485111,-6.220605353042919,-0.9044446295733578,-3.07509188469837,-5.04473569177435,-1.71808268516882,-0.662462068430895,-0.531897693292296,1.68866543097474,-0.0788446980063478,0.19373092657711,0.479495953884992,-0.50660305739906,-0.409862744197452,-3.03627132936069,-0.630605198840545,1,0.3650667726360695,-1.7356121746741506
9035,-2.58961719821269,7.01671438495857,-13.705407286909699,10.343228060411699,-2.9544610347557403,-3.05511578527804,-9.3012886151434,3.3495733607161404,-5.65421202641103,-11.853866972600999,11.6692047358121,-17.2286622386187,0.0555715664836118,-18.4937733551053,-0.30417211351904494,-10.6294973901353,-14.4412111342765,-5.10548646597228,1.2702262705049,1.4888551923689601,1.88773772551451,0.33399818453322305,0.28765904061745,-1.18640640906644,-0.6902726700763879,0.631703772210546,1.93422076005943,0.789687172212655,1,-0.3492313067728856,-1.7313163582332776
9179,-2.88004235163471,5.22544230971559,-11.0633302799459,6.6899506577006305,-5.7599239886738,-2.24403079081521,-11.1999752166959,4.01472180864313,-3.4293042635180098,-11.5619497720699,10.446846814514,-15.479052483201599,0.7344416081041479,-13.883778549111199,0.821439545395249,-11.911483017197002,-18.1030037037729,-6.83783453880068,3.12692935212663,1.1914439664079701,2.00288287701632,0.35110206472128397,0.79525514045211,-0.778379381413672,-1.64681511254223,0.487538823287331,1.4277130955033601,0.5831724862191879,1,-0.3492313067728856,-1.720176716580229
9252,-5.454361779396731,8.287420555349831,-12.7528112729386,8.59434189301081,-3.10600228114338,-3.1799487568641402,-9.25279393795831,4.24506220985367,-6.32980084623466,-13.136698369103902,11.228470279576001,-17.1313009454468,-0.16940105681412398,-18.049997689859396,-1.3662356609906499,-9.7235653091894,-14.7449024646768,-5.24730110631125,-0.5746751437958171,1.3058619148343702,1.84616479291417,-0.267171794223081,-0.31080396975162106,-1.20168545799806,1.35217609502433,0.6084245963604029,1.5747147838420401,0.8087252050902329,1,-0.3492313067728856,-1.7160283056054644
9487,-4.15301449873357,8.20479650456012,-15.031714209748099,10.330099825448,-3.9944260973629397,-3.2500131844736497,-10.4156978119079,4.62080391044331,-5.711247970982241,-11.797181067577698,11.277920727806698,-16.7283393320915,0.24136768255770003,-17.7216383537133,-0.38729992338128405,-10.322016678385301,-13.959085373053801,-5.03071003831832,1.1972663350463302,1.41262488019492,1.9769883960988701,0.25651048717528,0.48590810651380395,-1.19882131436036,-0.526567394687845,0.6348735024834781,1.62720907623952,0.7232350685183159,1,-0.3492313067728856,-1.7002348628081367
9509,-4.71052878230567,8.63621438967976,-15.4962220036783,10.313349373284499,-4.35134098287048,-3.3226887354392303,-10.788372838738802,5.06038112024979,-5.68931118776998,-11.7121866242875,11.152490598583698,-16.5581971409376,0.30264452240636197,-17.4759212828566,-0.41239326733107107,-10.222203169604,-13.7991476446987,-5.008585178589571,1.16202614780693,1.43423977941906,1.9905453513529,0.22378500257273604,0.554408428563337,-1.20404159623154,-0.450684594730258,0.641836059375492,1.6059576247926501,0.721643614506061,1,-0.3492313067728856,-1.6985712868334848
10204,-4.64189285087538,2.90208643306647,-1.5729387093174199,2.507298518227,-0.871782564349351,-1.0409025722626,-1.59390073966645,-3.2549050858157904,1.9089626859370699,1.07741752106048,3.33850216040272,-6.54261034532574,1.09953638182128,-3.26647554459315,1.0147279044429398,-4.84238307827835,-5.269876299726,-2.34466857415508,1.95922405409272,-0.46567922034412196,1.9635966663414601,-0.21741391597324497,-0.54933995583883,0.645545202036521,-0.354557818794591,-0.6117638450064791,-3.9080804754779903,-0.6712482651471171,1,-0.30769119121787025,-1.6635098438234175
10484,1.08837493830851,0.8984740237210591,0.394684329076182,3.1702575745145203,0.17573879687403002,-0.221980885195245,-0.0229887284923858,-0.0108735366656839,0.860043617194172,-0.592472935320844,1.0727283997357802,-2.5475568142293104,1.23595005675711,-0.33030580375144103,-1.02235437464957,0.33564217251961403,2.29899822072815,-0.16209620948120002,-1.5327072124843202,-0.217358192249005,-0.42355390421586697,-0.800852284805578,0.0776144554303444,0.167608452574198,0.35018181744319393,-0.118940929478619,0.0129477659306532,0.0542542721018558,1,-0.3380766462917987,-1.6346604883136322
10497,1.18978435670385,0.9422894020143271,0.0823341450498769,3.02404970580847,0.412406009418248,-0.21441455847943802,0.0535578385040748,-0.110353351082093,0.8837977573500658,-0.5542239005258729,0.154921008931302,-2.7767565749478798,1.6412066261065,-0.45607695680899,-1.24041439240797,0.857322735948866,1.70702446635297,0.526349196477535,-0.8651046098422142,-0.143434644974988,-0.5026355584851729,-1.04739752764089,-0.0567520238885425,-0.3406884047521839,0.541235201259928,-0.0983002868955662,-0.0030411199129353,0.049819020358336,1,-0.3380766462917987,-1.6339655768305499
10498,-0.469326705102944,1.11145278248281,2.04100272504592,1.73159516277684,0.135146841769907,-0.0936251754891053,0.26615516997092803,0.0829882363836626,0.58025540346041,-0.164562674892883,0.500376369958899,-3.0217601822032005,0.9242132603109251,1.5007937751700202,-0.400282644242405,0.7060477126025749,0.11511426465057199,-0.0467958788933584,-2.54852159198286,-0.35870866563095705,0.15938738939456398,0.592669568808717,-0.0535961838321624,0.320747502076217,-0.36912075429213004,-0.13660468492915098,-0.100845186803931,0.039347147682120005,1,-0.33751691422464736,-1.6337549975932522
10568,-5.26805322089363,9.067613427317669,-15.960728134514401,10.2966027898053,-4.70824109122294,-3.39537485177836,-11.161057002879698,5.49996263444947,-5.6673755459283495,-11.6271935556579,11.0270590938161,-16.3880541668327,0.363921486512734,-17.230202160711,-0.43748755924899296,-10.1223919213552,-13.639208991523398,-4.9864572584422895,1.12678437819631,1.45587819528,2.00410994522741,0.19105839938438698,0.6229276698751259,-1.20926355739155,-0.37479886264266604,0.64879803679546,1.58469734677224,0.720055870245492,1,-0.3492313067728856,-1.6276481997116188
10630,-5.187878108366349,6.96770866359565,-13.510931139094998,8.61789514115238,-11.214422393945801,0.6722478387604,-9.46253281088355,5.32870420774381,-4.89700552817542,-11.786811655604101,9.36907905765884,-15.0941631493865,1.2563770070075901,-11.8521613037824,0.274429814172421,-10.6882417917386,-18.3888105354245,-6.89884013301839,2.38280793552097,-0.623737291574186,2.0860830010740603,0.760190240866359,0.7168057858582171,-0.646743429628277,-1.6170429257162402,0.172346889503238,0.626646780979254,-0.169726031129409,1,2.710743942619468,-1.6209517799655517
10690,-12.2240206243564,3.8541503297136597,-12.4667657248211,9.64831072711484,-2.72696132147655,-4.44561038185083,-21.9228110340575,0.320792273696859,-4.43316165783721,-11.2014000859835,9.32879925655782,-13.104933466201198,0.8884807877294301,-10.140200337183,0.713465392614318,-10.0986706554809,-17.5066115481045,-8.06120798966267,1.6068700326387702,-2.14718143950284,-1.1598299509043999,-1.5041188818964402,-19.2543276173719,0.5448667260122501,-4.78160552206407,-0.00777228109993075,3.0523576867942404,-0.775035651186717,1,4.519997887962212,-1.6156872990331093
10801,-14.4744374924863,6.503184516519459,-17.712632368862103,11.2703523334822,-4.1501420640980795,-3.3720982088695,-16.5358068114174,-1.4439469925952,-6.81527289964437,-13.6705451263516,10.5452629545898,-15.0226996343749,0.171633085144947,-15.0663743633461,-0.259575939555838,-8.6687392723375,-12.8041408991277,-5.116620495337879,0.5792003580163679,1.10124987016838,-2.4759622294568797,0.34239070603428495,-3.5645080381609704,-0.81814019000188,0.15340768269597801,0.7550794608244541,2.7065661616175896,-0.9929160470594179,1,-0.3492313067728856,-1.6091382847531508
10891,-12.3396031574122,4.48826730168204,-16.5870729373632,10.107273873410099,-10.4201989827431,0.130669811857349,-15.600323304481599,-1.15769598093331,-5.3046309683427,-12.9389293107706,8.80568196718575,-13.556130130146801,1.16546376028499,-9.809881502070551,0.369987279150665,-9.50521044515487,-17.5420303090874,-6.79263778723153,2.06937744931751,-0.0855014634055812,-2.0896096332232,1.7453145001440502,1.37681580939778,-0.554271418366818,-1.6107408519617399,0.153725444536768,1.2124772080589,-1.86929047595671,1,0.4015293187247837,-1.6033262978037341
10897,-15.3988450085358,7.472323896501121,-19.0269123426632,11.165525840514,-6.89385628014845,-2.12093657486019,-14.9133299850456,-0.7212140943201841,-7.175096615335799,-14.166794659606,10.2777688628065,-14.9854337328686,0.345179234077653,-14.666388972654099,-0.34635254196534604,-8.333242495554629,-12.6025964553952,-4.87668342078337,0.604625910708604,1.1115022146101399,-2.44488368228,0.727495341024629,-0.345078151264077,-0.981748551471828,0.995271346300177,0.816761717958274,2.2629423738439103,-1.17806316323334,1,-0.3492313067728856,-1.6030104289477876
11343,-14.1791651073631,7.4213699623925695,-21.405835744128,11.927511869244,-7.97428068736155,-2.20271027666529,-15.471612280173499,-0.35659490958650897,-6.380124898388389,-13.3482776536659,10.187587324166401,-14.563979755213198,0.59375935763569,-14.4915983463022,-0.281392503951236,-8.264128844360501,-12.439804972846598,-4.83707902601307,0.7531498478891892,1.00276434172175,-2.36683606243662,1.13095519799655,0.991153238179024,-1.03313210707298,-0.327179344936207,0.6346929035223039,2.17190494464567,-1.3952876839333899,1,-0.3492313067728856,-1.5804363347094739
11710,-14.724627011925302,7.875156792730469,-21.872317364456602,11.906169907890101,-8.34873369160876,-2.2628464196924503,-15.8334427819606,0.0778736741759969,-6.35683349086288,-13.2616517082667,10.0637897462894,-14.394766801672098,0.654888723464231,-14.2483158270781,-0.30536076140107105,-8.16163244506225,-12.2809648581754,-4.81858639342974,0.7197876821087908,0.996468755724792,-2.3623449275188397,1.09955729576975,1.0371994230130699,-1.03635934178889,-0.254776514154375,0.642343201018144,2.16112922373151,-1.40128201963858,1,-0.3492313067728856,-1.575192911700761
